"","ts_value_id","ts_id","datetime","req_timestamp","ts_value","station_latitude","station_longitude","stationparameter_name","station_name","station_no","dataprovider","dataowner","significant","Portal_Bekken","Actuele.status"
"313",123,"0193608042"," 4 januari 2024 07:02",NA,2,51.1321070272095,3.25385780886021,"H","Oostkamp/Hertsbergebeek","01L02_426","VMM","VMM","1","Bekken Brugse polders","Waak"
"314",127,"01122481042"," 4 januari 2024 07:02",NA,2,50.9793611607155,5.18657488780507,"H","Lummen/Mangelbeek_Hemelrijkstr","01L09_162","VMM","VMM","0","Demerbekken","Waak"
"315",133,"0193340042"," 4 januari 2024 07:02",NA,2,51.1873090720353,5.1376131958914,"H","Mol/Molse_Nete","01S10_08B","VMM","Provincie Antwerpen","0","Netebekken","Waak"
"316",142,"04123863010"," 4 januari 2024 07:15",NA,2,51.0995302517137,4.01042394389291,"H","Lokeren Pompstation Opwaarts DVW/Bovendurme","04OP005-OPW-1073","MOW-HIC","DVW-ARW","0","Beneden-Scheldebekken","Waak"
"317",144,"0193288042"," 4 januari 2024 07:02",NA,2,51.29985723419,4.93542779830319,"H","Turnhout/De_Aa","01L10_064","VMM","VMM","1","Netebekken","Waak"
"318",148,"04115051010"," 4 januari 2024 07:10",NA,2,50.9692765054572,4.69217891181746,"H","Werchter/Dijle","04dij13a-1066","MOW-HIC","HIC","0","Dijlebekken","Waak"
"319",149,"0193580042"," 4 januari 2024 07:02",NA,2,50.8500912412946,3.13824903877794,"H","Moorsele/Heulebeek","01L05_404","VMM","VMM","1","Leiebekken","Waak"
"320",151,"04123913010"," 4 januari 2024 07:00",NA,2,50.9103217034162,2.60800111173615,"H","Haringe/Ijzer","04ijz07a-1066","MOW-HIC","HIC","0","Ijzerbekken","Waak"
"321",154,"0193684042"," 4 januari 2024 07:02",NA,2,51.0260247174047,3.0237867272261,"H","Kortemark/Handzamevaart","01L01_488","VMM","VMM","1","Ijzerbekken","Waak"
"322",155,"04123851010"," 4 januari 2024 07:15",NA,2,51.0865169243448,3.6607323192173,"H","Gent Keersluis K1 DVW/Ringvaart","04OW015-OPW-1073","MOW-HIC","DVW-ARW","0","Bekken Gentse kanalen","Waak"
"323",160,"01122435042"," 4 januari 2024 07:02",NA,2,50.751208179845,3.97110914987575,"H","Galmaarden/Mark","01L07_28E","VMM","VMM","","Denderbekken","Waak"
"324",165,"0488147010"," 4 januari 2024 07:00",NA,2,51.0899074227115,3.56287609346259,"H","Merendree/Afleidingskl Leie","04akl07a-1066","MOW-HIC","HIC","0","Bekken Gentse kanalen","Waak"
"325",174,"04123887010"," 4 januari 2024 07:00",NA,2,50.9433484538354,2.67218829689136,"H","Stavele/Ijzer","04ijz05m-1066","MOW-HIC","HIC","0","Ijzerbekken","Waak"
"326",176,"0193000042"," 4 januari 2024 07:02",NA,2,50.9625778565673,5.2280626095064,"H","Spalbeek/Demer","01L09_134","VMM","VMM","1","Demerbekken","Waak"
"327",182,"0488087010"," 4 januari 2024 07:00",NA,2,50.9571484191633,2.73619409474557,"H","Lo-Fintele/Ijzer","04ijz05e-1066","MOW-HIC","HIC","1","Ijzerbekken","Waak"
"328",185,"0487787010"," 4 januari 2024 07:00",NA,2,50.9852232219919,4.84085661217778,"H","Aarschot Opwaarts/Demer","04dem02m-1066","MOW-HIC","HIC","0","Demerbekken","Waak"
"329",187,"0193200042"," 4 januari 2024 07:02",NA,2,50.9783737126458,3.8790847082488,"H","Massemen/Molenbeek","01L04_009","VMM","VMM","1","Beneden-Scheldebekken","Waak"
"330",190,"0193196042"," 4 januari 2024 07:02",NA,2,51.1596096269097,4.28248959449215,"H","Bazel/Barbierbeek","01L04_008","VMM","VMM","0","Beneden-Scheldebekken","Waak"
"331",194,"0193012042"," 4 januari 2024 07:02",NA,2,50.9400341540623,4.73788979329733,"H","Rotselaar/Winge","01L09_141","VMM","VMM","1","Demerbekken","Waak"
"332",195,"01122317042"," 4 januari 2024 07:02",NA,2,51.1468063102868,3.83113923480161,"H","Mendonk/Zuidlede","01L03_301","VMM","VMM","1","Bekken Gentse kanalen","Waak"
"333",197,"0193068042"," 4 januari 2024 07:02",NA,2,50.860481270012,5.14799910375113,"H","Rummen/Melsterbeek","01L09_156","VMM","VMM","0","Demerbekken","Waak"
"334",199,"0193498042"," 4 januari 2024 07:00",NA,2,50.7784406210721,4.21186328740738,"H","Sint-Pieters-Leeuw/Zuunbeek","01L08_233","VMM","VMM","1","Dijlebekken","Waak"
"335",203,"0488251010"," 4 januari 2024 07:00",NA,2,50.9093479751093,3.40378795033366,"H","Sint-Baafs-Vijve 650m Opwaarts/Leie","04lei06f-1066","MOW-HIC","HIC","0","Leiebekken","Waak"
"336",204,"01122516042"," 4 januari 2024 07:02",NA,2,51.1384728822333,5.07861061179675,"H","Meerhout/Grote Nete","01L10_078","VMM","VMM","0","Netebekken","Waak"
"337",205,"0197871042"," 4 januari 2024 07:00",NA,2,50.9901203721497,4.6195845985579,"H","Haacht/Binnenbeek/Keerbergenbroek","01S08_11E","VMM","Provincie Vlaams-Brabant","","Dijlebekken","Waak"
"338",212,"0193592042"," 4 januari 2024 07:02",NA,2,50.9426290712543,3.37261259556254,"H","Oostrozebeke/Mandel","01L05_409","VMM","VMM","0","Leiebekken","Waak"
"339",213,"0193244042"," 4 januari 2024 07:02",NA,2,51.4075855222514,4.61792231871957,"H","Wuustwezel/Kleine Aa","01L11_044","VMM","VMM","0","Maasbekken","Waak"
"340",221,"04115047010"," 4 januari 2024 07:10",NA,2,50.979486200136,4.78170352375755,"H","Betekom/Demer","04dem01r-1066","MOW-HIC","HIC","0","Demerbekken","Waak"
"341",222,"01122575042"," 4 januari 2024 07:02",NA,2,50.7496277942774,5.81265901853645,"H","Sint-Martens-Voeren/Veurs","01L11_569","VMM","VMM","0","Maasbekken","Waak"
"342",223,"0487943010"," 4 januari 2024 07:00",NA,2,50.9200786511952,4.06002871846776,"H","Erembodegem/Dender","04den06a-1066","MOW-HIC","HIC","0","Denderbekken","Waak"
"343",225,"0487783010"," 4 januari 2024 07:00",NA,2,51.1069984381704,3.43509535017227,"H","Aalter/Kl Gent-Oostende","04kgo08a-1066","MOW-HIC","HIC","0","Bekken Brugse polders","Waak"
"344",232,"0193256042"," 4 januari 2024 07:02",NA,2,51.38125307534,4.82775110668571,"H","Merksplas/Mark","01L11_048","VMM","VMM","0","Maasbekken","Waak"
"345",237,"01122448042"," 4 januari 2024 07:02",NA,2,50.8228698761891,4.64084421044645,"H","Neerijse/Leigracht","01L08_11A","VMM","VMM","0","Dijlebekken","Waak"
"346",239,"0487875010"," 4 januari 2024 07:00",NA,2,51.2614920132062,3.30960538093213,"H","Damme/Leopoldkl","04lek03a-1066","MOW-HIC","HIC","0","Bekken Brugse polders","Waak"
"347",243,"0193372042"," 4 januari 2024 07:00",NA,2,50.9772322444793,4.49528085131631,"H","Elewijt/Barebeek","01L08_111","VMM","VMM","0","Dijlebekken","Waak"
"348",248,"01122506042"," 4 januari 2024 07:02",NA,2,51.2116086067994,4.69855685707164,"H","Pulle/Molenbeek","01L10_062","VMM","VMM","0","Netebekken","Waak"
"349",249,"0192996042"," 4 januari 2024 07:02",NA,2,50.96801734646,5.16413877896124,"H","Linkhout/Demer","01L09_132","VMM","VMM","0","Demerbekken","Waak"
"350",257,"04116993010"," 4 januari 2024 07:10",NA,2,51.0948066780143,4.04502657341674,"H","Zele/Durme","04dur07a-1066","MOW-HIC","HIC","0","Beneden-Scheldebekken","Waak"
"351",259,"01207643042"," 4 januari 2024 07:02",NA,2,51.0470815823963,2.80804092820308,"H","Lampernisse/Grote Beverdijkvaart","01KL01_350B","VMM","VMM","","Ijzerbekken","Waak"
"352",260,"0193084042"," 4 januari 2024 07:02",NA,2,50.9274229734314,5.22004991180517,"H","Spalbeek/Herk","01L09_163","VMM","VMM","0","Demerbekken","Waak"
"353",263,"0193600042"," 4 januari 2024 07:02",NA,2,51.157318674041,3.18772559141237,"H","Loppem/Kerkebeek","01L02_423","VMM","VMM","0","Bekken Brugse polders","Waak"
"354",264,"01183894042"," 4 januari 2024 07:02",NA,2,50.9979706481562,4.51057952348587,"H","Hofstade/Barebeek","01L08_11N","VMM","VMM","0","Dijlebekken","Waak"
"355",269,"0193336042"," 4 januari 2024 07:02",NA,2,51.1923842924486,5.13123091618589,"H","Mol/Scheppelijke_Neet","01S10_08A","VMM","Provincie Antwerpen","1","Netebekken","Waak"
"356",272,"01200206042"," 4 januari 2024 07:02",NA,2,51.0129303709821,4.34406660436635,"H","Kapelle-op-den-bos/Birrebeek","01S04_03K","VMM","Provincie Vlaams-Brabant","","Beneden-Scheldebekken","Waak"
"357",278,"0197996042"," 4 januari 2024 07:00",NA,2,50.9974231487054,4.55493692805425,"H","Hever/Dambeek","01S08_11J","VMM","Provincie Vlaams-Brabant","","Dijlebekken","Waak"
"358",283,"0193704042"," 4 januari 2024 07:02",NA,2,51.0170582998881,2.95447306090142,"H","Zarren/Zarrenbeek","01L01_48E","VMM","VMM","0","Ijzerbekken","Waak"
"359",284,"0193132042"," 4 januari 2024 07:02",NA,2,50.8765565554821,4.15679208149481,"H","Sint-Katarina-Lombeek/Hunselbeek","01L07_286","VMM","VMM","0","Denderbekken","Waak"
"360",288,"01122382042"," 4 januari 2024 07:02",NA,2,51.0902389587016,3.87869333204623,"H","Beervelde/Ledebeek","01L04_00G","VMM","VMM","0","Beneden-Scheldebekken","Waak"
"361",292,"0193048042"," 4 januari 2024 07:02",NA,2,50.9579204761169,5.11645501714626,"H","Halen/Gete+Herk","01L09_151","VMM","VMM","0","Demerbekken","Waak"
"362",306,"0193060042"," 4 januari 2024 07:02",NA,2,50.8551697714225,5.10892471891089,"H","Zoutleeuw/Kleine Gete","01L09_154","VMM","VMM","","Demerbekken","Waak"
"363",310,"0193660042"," 4 januari 2024 07:02",NA,2,51.2922961226654,3.11851006055307,"H","Uitkerke/Blankenbergsevaart","01L02_459","VMM","VMM","0","Bekken Brugse polders","Waak"
"364",315,"0488215010"," 4 januari 2024 07:00",NA,2,50.7620116683951,3.86733483005445,"H","Overboelare/Dender","04den12a-1066","MOW-HIC","HIC","1","Denderbekken","Waak"
"365",321,"0193224042"," 4 januari 2024 07:02",NA,2,51.1363829953584,4.35786595992588,"H","Aartselaar/Benedenvliet","01L04_035","VMM","VMM","1","Beneden-Scheldebekken","Waak"
"366",322,"0193176042"," 4 januari 2024 07:02",NA,2,50.8750058358769,2.60631721935347,"H","Watou/Heidebeek","01KL01_316","VMM","VMM","0","Ijzerbekken","Waak"
"367",330,"04120316010"," 4 januari 2024 07:00",NA,2,51.0009785859662,2.82874141859661,"H","Woumen/Ijzer","04ijz04c-1066","MOW-HIC","HIC","0","Ijzerbekken","Waak"
"368",332,"0193632042"," 4 januari 2024 07:02",NA,2,51.0736946201999,3.18054606123621,"H","Baliebrugge/Ringbeek","01L02_42M","VMM","VMM","0","Bekken Brugse polders","Waak"
"369",337,"0193368042"," 4 januari 2024 07:00",NA,2,50.9864316099146,4.5699323539549,"H","Boortmeerbeek/Weesbeek","01L08_110","VMM","VMM","1","Dijlebekken","Waak"
"370",339,"01183869042"," 4 januari 2024 07:00",NA,2,50.9908606170355,4.58161650787895,"H","Boortmeerbeek/Leibeek","01L08_11M","VMM","VMM","0","Dijlebekken","Waak"
"371",341,"0488303010"," 4 januari 2024 07:00",NA,2,51.0703883141457,2.66782486120186,"H","Veurne Opwaarts/Kl Nieuwpoort-Duinkerke","04kdn03c-1066","MOW-HIC","HIC","0","Ijzerbekken","Waak"
"372",357,"0488768010"," 4 januari 2024 07:00",NA,2,51.0223304151673,3.6396663123729,"H","Sint-Martens-Latem/Leie","04lei02a-1066","MOW-HIC","HIC","0","Leiebekken","Waak"
"373",359,"0193192042"," 4 januari 2024 07:02",NA,2,51.2157774555088,4.49511583219942,"H","Wijnegem/Groot Schijn","01L04_007","VMM","VMM","1","Beneden-Scheldebekken","Waak"
"374",365,"01122378042"," 4 januari 2024 07:02",NA,2,51.0742514836988,3.81077005973288,"H","Destelbergen/Ledebeek","01L04_00F","VMM","VMM","0","Beneden-Scheldebekken","Waak"
"375",369,"0193300042"," 4 januari 2024 07:02",NA,2,51.2395713205262,5.06954099551912,"H","Retie/Kleine Nete","01L10_068","VMM","VMM","1","Netebekken","Waak"
"376",370,"01122497042"," 4 januari 2024 07:02",NA,2,50.885043936698,5.3522771651357,"H","Wimmertingen/Oude Mombeek","01L09_16G","VMM","VMM","","Demerbekken","Waak"
"377",371,"0487791010"," 4 januari 2024 07:10",NA,2,50.9876514488363,4.82232337085118,"H","Aarschot Afwaarts/Demer","04dem02a-1066","MOW-HIC","HIC","1","Demerbekken","Waak"
"378",373,"0487831010"," 4 januari 2024 07:15",NA,2,51.1427139036383,3.29746344151818,"H","Beernem Opwaarts DVW/Kl Gent-Oostende","04WW064-OPW-1073","MOW-HIC","DVW-ARW","0","Bekken Brugse polders","Waak"
"379",376,"01245853042"," 4 januari 2024 07:02",NA,2,51.2955738077293,4.92434784118765,"H","Turnhout/De_Aa/Veedijk_bis","01L10_06B","VMM","VMM","1","Netebekken","Waak"
"380",377,"0488247010"," 4 januari 2024 07:00",NA,2,51.1555611084911,3.99990364679417,"H","Sinaai/Moervaart","04moe03a-1066","MOW-HIC","HIC","0","Bekken Gentse kanalen","Waak"
"381",382,"0193248042"," 4 januari 2024 07:02",NA,2,51.3361397715902,4.626836528743,"H","Brecht/KleineAa","01L11_046","VMM","VMM","0","Maasbekken","Waak"
"382",387,"0193576042"," 4 januari 2024 07:02",NA,2,50.8438233289046,3.23354061960327,"H","Heule/Heulebeek","01L05_403","VMM","VMM","1","Leiebekken","Waak"
"383",388,"01122296042"," 4 januari 2024 07:02",NA,2,51.2313956840322,3.15774291850508,"H","Meetkerke/Blankenbergsevaart","01L02_42F","VMM","VMM","0","Bekken Brugse polders","Waak"
"384",392,"0193052042"," 4 januari 2024 07:02",NA,2,50.9483172904748,5.11961756998792,"H","Halen/Gete","01L09_152","VMM","VMM","0","Demerbekken","Waak"
"385",393,"04123835010"," 4 januari 2024 07:15",NA,2,51.2218808791226,3.23350348257888,"H","Brugge Dampoortsluis Afwaarts DVW/Kl Gent-Oostende","04WW017-AFW-1073","MOW-HIC","DVW-ARW","0","Bekken Brugse polders","Waak"
"386",400,"01200341042"," 4 januari 2024 07:00",NA,2,50.9305561605679,4.57036934998288,"H","Kampenhout/Weesbeek","01S08_11Q","VMM","Provincie Vlaams-Brabant","","Dijlebekken","Waak"
"387",401,"0487967010"," 4 januari 2024 07:15",NA,2,50.7695289547576,3.88052397763262,"H","Geraardsbergen Opwaarts DVW/Dender","04OW408-OPW-1073","MOW-HIC","DVW-ARW","0","Denderbekken","Waak"
"388",402,"0193040042"," 4 januari 2024 07:02",NA,2,50.955485156647,4.89805649144033,"H","Tielt/Grote Motte","01L09_14A","VMM","VMM","0","Demerbekken","Waak"
"389",406,"01183844042"," 4 januari 2024 07:00",NA,2,51.0127354493679,4.58419569337913,"H","Bonheiden/Vrouwvliet","01L08_11L","VMM","VMM","0","Dijlebekken","Waak"
"390",407,"0193344042"," 4 januari 2024 07:02",NA,2,51.1589416357633,5.18547736724894,"H","Balen/Kleine_Hoofdgracht","01L10_08C","VMM","VMM","0","Netebekken","Waak"
"391",410,"0193376042"," 4 januari 2024 07:02",NA,2,50.8714768065269,4.69035345534783,"H","Heverlee/Voer","01L08_112","VMM","VMM","0","Dijlebekken","Waak"
"392",413,"0487807010"," 4 januari 2024 07:00",NA,2,51.0721463245677,2.60369087504063,"H","Adinkerke/Kl Nieuwpoort-Duinkerke","04kdn05a-1066","MOW-HIC","HIC","0","Ijzerbekken","Waak"
"393",420,"0193096042"," 4 januari 2024 07:02",NA,2,50.8777765762275,5.30994984850841,"H","Alken/Kleine_Herk","01L09_166","VMM","VMM","0","Demerbekken","Waak"
"394",422,"0193740042"," 4 januari 2024 07:02",NA,2,50.9833126503556,2.86641231522618,"H","Woumen/Blankaertvijver","01L01_49E","VMM","VMM","0","Ijzerbekken","Waak"
"395",423,"0193612042"," 4 januari 2024 07:02",NA,2,51.1588969744246,2.99761522163947,"H","Gistel/Moerdijkvaart","01L01_428","VMM","VMM","0","Ijzerbekken","Waak"
"396",426,"01225160042"," 4 januari 2024 07:02",NA,2,51.1865667573743,4.62724464120724,"H","Viersel/Tappelbeek","01KL10_310","VMM","provincie Antwerpen","","Netebekken","Waak"
"397",428,"0193680042"," 4 januari 2024 07:02",NA,2,51.2546780735953,3.24902134250692,"H","Damme/Ronselarebeek","01S02_45F","VMM","Oostkustpolder","0","Bekken Brugse polders","Waak"
"398",429,"01202505042"," 4 januari 2024 07:02",NA,2,51.0458389799816,3.38494661130488,"H","Ruiselede/Poekebeek","01L03_449","VMM","VMM","","Bekken Gentse kanalen","Waak"
"399",430,"0193216042"," 4 januari 2024 07:02",NA,2,51.2293632452892,5.42162583298207,"H","Overpelt/Dommel","01L11_022","VMM","VMM","1","Maasbekken","Waak"
"400",436,"0193332042"," 4 januari 2024 07:02",NA,2,51.2040895350296,5.18217620106325,"H","Mol/ScheppelijkeNete","01L10_089","VMM","VMM","0","Netebekken","Waak"
"401",5,"01196763042"," 4 januari 2024 07:02",NA,3,51.2909923967079,4.91099288099029,"H","Turnhout/De_Aa/Veedijk","01L10_06A","VMM","VMM","1","Netebekken","Alarm"
"402",71,"0487971010"," 4 januari 2024 07:15",NA,3,50.7700405889012,3.88033438514873,"H","Geraardsbergen Afwaarts DVW/Dender","04OW408-AFW-1073","MOW-HIC","DVW-ARW","1","Denderbekken","Alarm"
"403",79,"0488115010"," 4 januari 2024 07:00",NA,3,50.9761639541252,3.50350061937995,"H","Machelen/Leie","04lei04a-1066","MOW-HIC","HIC","0","Leiebekken","Alarm"
"404",81,"0488027010"," 4 januari 2024 07:15",NA,3,50.7991227343623,3.93040479195063,"H","Idegem Afwaarts DVW/Dender","04OW407-AFW-1073","MOW-HIC","DVW-ARW","0","Denderbekken","Alarm"
"405",91,"0193148042"," 4 januari 2024 07:02",NA,3,50.8111275277352,3.90102148601523,"H","Ophasselt/Molenbeek","01L07_28A","VMM","VMM","0","Denderbekken","Alarm"
"406",105,"0487883010"," 4 januari 2024 07:15",NA,3,50.9878407192888,3.52316848600373,"H","Deinze DVW/Afleidingskl Leie","04OW017-1073","MOW-HIC","DVW-ARW","0","Bekken Gentse kanalen","Alarm"
"407",134,"0487963010"," 4 januari 2024 07:00",NA,3,50.7695564802607,3.88066612268998,"H","Geraardsbergen Opwaarts/Dender","04den11e-1066","MOW-HIC","HIC","0","Denderbekken","Alarm"
"408",153,"0193220042"," 4 januari 2024 07:02",NA,3,51.2815357697617,5.49301159510721,"H","Achel/Warmbeek","01L11_024","VMM","VMM","0","Maasbekken","Alarm"
"409",161,"0193036042"," 4 januari 2024 07:02",NA,3,50.9958062151887,5.14775870087993,"H","Lummen/Zwartebeek","01L09_148","VMM","VMM","0","Demerbekken","Alarm"
"410",163,"0488275010"," 4 januari 2024 07:15",NA,3,50.8919853714162,4.08180537981682,"H","Teralfene Opwaarts DVW/Dender","04OW404-OPW-1073","MOW-HIC","DVW-ARW","0","Denderbekken","Alarm"
"411",169,"0193232042"," 4 januari 2024 07:02",NA,3,51.03256435,4.26339105,"H","Malderen/Grote Molenbeek","01L04_037","VMM","VMM","0","Beneden-Scheldebekken","Alarm"
"412",175,"0498832010"," 4 januari 2024 07:15",NA,3,51.0988745534231,4.01058599670862,"H","Lokeren Pompstation Afwaarts DVW/Durme","04OP005-AFW-1073","MOW-HIC","DVW-ARW","1","Beneden-Scheldebekken","Alarm"
"413",184,"0487879010"," 4 januari 2024 07:00",NA,3,50.981891874827,3.53357211241346,"H","Deinze/Leie","04lei03a-1066","MOW-HIC","HIC","1","Leiebekken","Alarm"
"414",208,"0193128042"," 4 januari 2024 07:02",NA,3,50.8887472223877,4.11626113416879,"H","Essene/Bellebeek","01L07_285","VMM","VMM","1","Denderbekken","Alarm"
"415",240,"04123917010"," 4 januari 2024 07:00",NA,3,51.0228116784593,2.61909850875118,"H","Houtem Afwaarts/Bergenvaart","04bgv03c-1066","MOW-HIC","HIC","0","Ijzerbekken","Alarm"
"416",247,"0193016042"," 4 januari 2024 07:02",NA,3,50.94335838649,4.74413397385208,"H","Wezemaal/Grote Losting","01L09_143","VMM","VMM","0","Demerbekken","Alarm"
"417",255,"0487887010"," 4 januari 2024 07:00",NA,3,50.9878959801345,3.52335264918976,"H","Deinze/Afleidingskl Leie","04akl08a-1066","MOW-HIC","HIC","0","Bekken Gentse kanalen","Alarm"
"418",276,"0488227010"," 4 januari 2024 07:15",NA,3,50.8296806275662,4.01043231255528,"H","Pollare Afwaarts DVW/Dender","04OW406-AFW-1073","MOW-HIC","DVW-ARW","1","Denderbekken","Alarm"
"419",281,"01122321042"," 4 januari 2024 07:02",NA,3,51.1482607642826,3.90272357445957,"H","Wachtebeke/Zuidlede","01S03_302","VMM","Polder Moervaart en Zuidlede","0","Bekken Gentse kanalen","Alarm"
"420",287,"0197896042"," 4 januari 2024 07:00",NA,3,50.9676756237952,4.61472358499743,"H","Wespelaar/Leibeek","01S08_11F","VMM","Provincie Vlaams-Brabant","","Dijlebekken","Alarm"
"421",325,"0193120042"," 4 januari 2024 07:02",NA,3,50.9233188986525,3.96689419479605,"H","Mere/Molenbeek","01L07_282","VMM","VMM","1","Denderbekken","Alarm"
"422",347,"0487911010"," 4 januari 2024 07:15",NA,3,50.8741669929589,4.07765162694445,"H","Denderleeuw Afwaarts DVW/Dender","04OW405-AFW-1073","MOW-HIC","DVW-ARW","0","Denderbekken","Alarm"
"423",361,"0193144042"," 4 januari 2024 07:02",NA,3,50.7413382591505,3.89185247571793,"H","Viane/Mark","01L07_289","VMM","VMM","0","Denderbekken","Alarm"
"424",384,"0488279010"," 4 januari 2024 07:15",NA,3,50.8924335196846,4.08126254388434,"H","Teralfene Afwaarts DVW/Dender","04OW404-AFW-1073","MOW-HIC","DVW-ARW","0","Denderbekken","Alarm"
